ruleId,line,alert_count,file_length,density,label
java/stack-trace-exposure,118,4,122,0.03278688524590164,1
java/stack-trace-exposure,103,3,107,0.028037383177570093,1
java/stack-trace-exposure,108,10,151,0.06622516556291391,1
java/stack-trace-exposure,114,10,151,0.06622516556291391,1
java/stack-trace-exposure,120,10,151,0.06622516556291391,1
java/stack-trace-exposure,126,10,151,0.06622516556291391,1
java/stack-trace-exposure,132,10,151,0.06622516556291391,1
java/stack-trace-exposure,138,10,151,0.06622516556291391,1
java/stack-trace-exposure,144,10,151,0.06622516556291391,1
java/stack-trace-exposure,118,4,122,0.03278688524590164,1
java/stack-trace-exposure,109,9,152,0.05921052631578947,1
java/stack-trace-exposure,115,9,152,0.05921052631578947,1
java/stack-trace-exposure,121,9,152,0.05921052631578947,1
java/stack-trace-exposure,127,9,152,0.05921052631578947,1
java/stack-trace-exposure,133,9,152,0.05921052631578947,1
java/stack-trace-exposure,139,9,152,0.05921052631578947,1
java/stack-trace-exposure,145,9,152,0.05921052631578947,1
java/stack-trace-exposure,136,8,173,0.046242774566473986,1
java/stack-trace-exposure,142,8,173,0.046242774566473986,1
java/stack-trace-exposure,148,8,173,0.046242774566473986,1
java/stack-trace-exposure,154,8,173,0.046242774566473986,1
java/stack-trace-exposure,160,8,173,0.046242774566473986,1
java/stack-trace-exposure,166,8,173,0.046242774566473986,1
java/stack-trace-exposure,133,7,169,0.04142011834319527,0
java/stack-trace-exposure,139,7,169,0.04142011834319527,0
java/stack-trace-exposure,145,7,169,0.04142011834319527,0
java/stack-trace-exposure,151,7,169,0.04142011834319527,0
java/stack-trace-exposure,157,7,169,0.04142011834319527,0
java/stack-trace-exposure,163,7,169,0.04142011834319527,0
java/stack-trace-exposure,129,10,172,0.05813953488372093,1
java/stack-trace-exposure,135,10,172,0.05813953488372093,1
java/stack-trace-exposure,141,10,172,0.05813953488372093,1
java/stack-trace-exposure,147,10,172,0.05813953488372093,1
java/stack-trace-exposure,153,10,172,0.05813953488372093,1
java/stack-trace-exposure,159,10,172,0.05813953488372093,1
java/stack-trace-exposure,165,10,172,0.05813953488372093,1
java/stack-trace-exposure,139,10,182,0.054945054945054944,1
java/stack-trace-exposure,145,10,182,0.054945054945054944,1
java/stack-trace-exposure,151,10,182,0.054945054945054944,1
java/stack-trace-exposure,157,10,182,0.054945054945054944,1
java/stack-trace-exposure,163,10,182,0.054945054945054944,1
java/stack-trace-exposure,169,10,182,0.054945054945054944,1
java/stack-trace-exposure,175,10,182,0.054945054945054944,1
java/stack-trace-exposure,139,4,143,0.027972027972027972,1
java/stack-trace-exposure,126,2,130,0.015384615384615385,0
java/stack-trace-exposure,136,3,140,0.02142857142857143,0
java/stack-trace-exposure,136,9,173,0.05202312138728324,1
java/stack-trace-exposure,142,9,173,0.05202312138728324,1
java/stack-trace-exposure,148,9,173,0.05202312138728324,1
java/stack-trace-exposure,154,9,173,0.05202312138728324,1
java/stack-trace-exposure,160,9,173,0.05202312138728324,1
java/stack-trace-exposure,166,9,173,0.05202312138728324,1
java/stack-trace-exposure,120,9,157,0.05732484076433121,1
java/stack-trace-exposure,126,9,157,0.05732484076433121,1
java/stack-trace-exposure,132,9,157,0.05732484076433121,1
java/stack-trace-exposure,138,9,157,0.05732484076433121,1
java/stack-trace-exposure,144,9,157,0.05732484076433121,1
java/stack-trace-exposure,150,9,157,0.05732484076433121,1
java/stack-trace-exposure,128,7,164,0.042682926829268296,0
java/stack-trace-exposure,134,7,164,0.042682926829268296,0
java/stack-trace-exposure,140,7,164,0.042682926829268296,0
java/stack-trace-exposure,146,7,164,0.042682926829268296,0
java/stack-trace-exposure,152,7,164,0.042682926829268296,0
java/stack-trace-exposure,158,7,164,0.042682926829268296,0
java/stack-trace-exposure,118,7,154,0.045454545454545456,0
java/stack-trace-exposure,124,7,154,0.045454545454545456,0
java/stack-trace-exposure,130,7,154,0.045454545454545456,0
java/stack-trace-exposure,136,7,154,0.045454545454545456,0
java/stack-trace-exposure,142,7,154,0.045454545454545456,0
java/stack-trace-exposure,148,7,154,0.045454545454545456,0
java/stack-trace-exposure,119,4,123,0.032520325203252036,1
java/stack-trace-exposure,124,3,128,0.0234375,1
java/stack-trace-exposure,119,4,123,0.032520325203252036,1
java/stack-trace-exposure,121,2,125,0.016,0
java/stack-trace-exposure,130,3,134,0.022388059701492536,0
java/stack-trace-exposure,125,2,129,0.015503875968992248,0
java/stack-trace-exposure,120,2,124,0.016129032258064516,0
java/stack-trace-exposure,139,3,143,0.02097902097902098,0
java/stack-trace-exposure,129,9,172,0.05232558139534884,1
java/stack-trace-exposure,135,9,172,0.05232558139534884,1
java/stack-trace-exposure,141,9,172,0.05232558139534884,1
java/stack-trace-exposure,147,9,172,0.05232558139534884,1
java/stack-trace-exposure,153,9,172,0.05232558139534884,1
java/stack-trace-exposure,159,9,172,0.05232558139534884,1
java/stack-trace-exposure,165,9,172,0.05232558139534884,1
java/stack-trace-exposure,111,3,124,0.024193548387096774,0
java/stack-trace-exposure,117,3,124,0.024193548387096774,0
java/stack-trace-exposure,132,4,136,0.029411764705882353,1
java/stack-trace-exposure,131,2,135,0.014814814814814815,0
java/stack-trace-exposure,126,1,130,0.007692307692307693,0
java/stack-trace-exposure,140,3,144,0.020833333333333332,0
java/stack-trace-exposure,130,3,134,0.022388059701492536,0
java/stack-trace-exposure,125,9,162,0.05555555555555555,1
java/stack-trace-exposure,131,9,162,0.05555555555555555,1
java/stack-trace-exposure,137,9,162,0.05555555555555555,1
java/stack-trace-exposure,143,9,162,0.05555555555555555,1
java/stack-trace-exposure,149,9,162,0.05555555555555555,1
java/stack-trace-exposure,155,9,162,0.05555555555555555,1
java/stack-trace-exposure,123,7,159,0.0440251572327044,0
java/stack-trace-exposure,129,7,159,0.0440251572327044,0
java/stack-trace-exposure,135,7,159,0.0440251572327044,0
java/stack-trace-exposure,141,7,159,0.0440251572327044,0
java/stack-trace-exposure,147,7,159,0.0440251572327044,0
java/stack-trace-exposure,153,7,159,0.0440251572327044,0
java/stack-trace-exposure,126,10,169,0.05917159763313609,1
java/stack-trace-exposure,132,10,169,0.05917159763313609,1
java/stack-trace-exposure,138,10,169,0.05917159763313609,1
java/stack-trace-exposure,144,10,169,0.05917159763313609,1
java/stack-trace-exposure,150,10,169,0.05917159763313609,1
java/stack-trace-exposure,156,10,169,0.05917159763313609,1
java/stack-trace-exposure,162,10,169,0.05917159763313609,1
java/stack-trace-exposure,117,10,160,0.0625,1
java/stack-trace-exposure,123,10,160,0.0625,1
java/stack-trace-exposure,129,10,160,0.0625,1
java/stack-trace-exposure,135,10,160,0.0625,1
java/stack-trace-exposure,141,10,160,0.0625,1
java/stack-trace-exposure,147,10,160,0.0625,1
java/stack-trace-exposure,153,10,160,0.0625,1
java/stack-trace-exposure,116,10,159,0.06289308176100629,1
java/stack-trace-exposure,122,10,159,0.06289308176100629,1
java/stack-trace-exposure,128,10,159,0.06289308176100629,1
java/stack-trace-exposure,134,10,159,0.06289308176100629,1
java/stack-trace-exposure,140,10,159,0.06289308176100629,1
java/stack-trace-exposure,146,10,159,0.06289308176100629,1
java/stack-trace-exposure,152,10,159,0.06289308176100629,1
java/stack-trace-exposure,102,3,115,0.02608695652173913,0
java/stack-trace-exposure,108,3,115,0.02608695652173913,0
java/stack-trace-exposure,102,2,115,0.017391304347826087,0
java/stack-trace-exposure,108,2,115,0.017391304347826087,0
java/stack-trace-exposure,105,1,109,0.009174311926605505,0
java/stack-trace-exposure,101,3,114,0.02631578947368421,0
java/stack-trace-exposure,107,3,114,0.02631578947368421,0
java/stack-trace-exposure,100,2,113,0.017699115044247787,0
java/stack-trace-exposure,106,2,113,0.017699115044247787,0
java/stack-trace-exposure,126,2,130,0.015384615384615385,0
java/stack-trace-exposure,112,2,116,0.017241379310344827,0
java/stack-trace-exposure,112,4,116,0.034482758620689655,1
java/stack-trace-exposure,125,4,129,0.031007751937984496,1
java/stack-trace-exposure,110,4,114,0.03508771929824561,1
java/stack-trace-exposure,115,3,119,0.025210084033613446,0
java/stack-trace-exposure,116,3,120,0.025,0
java/stack-trace-exposure,122,7,158,0.04430379746835443,0
java/stack-trace-exposure,128,7,158,0.04430379746835443,0
java/stack-trace-exposure,134,7,158,0.04430379746835443,0
java/stack-trace-exposure,140,7,158,0.04430379746835443,0
java/stack-trace-exposure,146,7,158,0.04430379746835443,0
java/stack-trace-exposure,152,7,158,0.04430379746835443,0
java/stack-trace-exposure,99,3,112,0.026785714285714284,0
java/stack-trace-exposure,105,3,112,0.026785714285714284,0
java/stack-trace-exposure,138,4,142,0.028169014084507043,1
java/stack-trace-exposure,123,3,127,0.023622047244094488,1
java/stack-trace-exposure,129,2,133,0.015037593984962405,0
java/stack-trace-exposure,114,3,118,0.025423728813559324,1
java/stack-trace-exposure,112,4,116,0.034482758620689655,1
java/stack-trace-exposure,139,3,143,0.02097902097902098,0
java/stack-trace-exposure,124,3,128,0.0234375,0
java/stack-trace-exposure,130,9,167,0.05389221556886228,1
java/stack-trace-exposure,136,9,167,0.05389221556886228,1
java/stack-trace-exposure,142,9,167,0.05389221556886228,1
java/stack-trace-exposure,148,9,167,0.05389221556886228,1
java/stack-trace-exposure,154,9,167,0.05389221556886228,1
java/stack-trace-exposure,160,9,167,0.05389221556886228,1
java/stack-trace-exposure,128,9,171,0.05263157894736842,1
java/stack-trace-exposure,134,9,171,0.05263157894736842,1
java/stack-trace-exposure,140,9,171,0.05263157894736842,1
java/stack-trace-exposure,146,9,171,0.05263157894736842,1
java/stack-trace-exposure,152,9,171,0.05263157894736842,1
java/stack-trace-exposure,158,9,171,0.05263157894736842,1
java/stack-trace-exposure,164,9,171,0.05263157894736842,1
java/stack-trace-exposure,130,2,143,0.013986013986013986,0
java/stack-trace-exposure,136,2,143,0.013986013986013986,0
java/stack-trace-exposure,149,3,153,0.0196078431372549,0
java/stack-trace-exposure,123,9,160,0.05625,1
java/stack-trace-exposure,129,9,160,0.05625,1
java/stack-trace-exposure,135,9,160,0.05625,1
java/stack-trace-exposure,141,9,160,0.05625,1
java/stack-trace-exposure,147,9,160,0.05625,1
java/stack-trace-exposure,153,9,160,0.05625,1
java/stack-trace-exposure,115,9,152,0.05921052631578947,1
java/stack-trace-exposure,121,9,152,0.05921052631578947,1
java/stack-trace-exposure,127,9,152,0.05921052631578947,1
java/stack-trace-exposure,133,9,152,0.05921052631578947,1
java/stack-trace-exposure,139,9,152,0.05921052631578947,1
java/stack-trace-exposure,145,9,152,0.05921052631578947,1
java/stack-trace-exposure,134,8,171,0.04678362573099415,1
java/stack-trace-exposure,140,8,171,0.04678362573099415,1
java/stack-trace-exposure,146,8,171,0.04678362573099415,1
java/stack-trace-exposure,152,8,171,0.04678362573099415,1
java/stack-trace-exposure,158,8,171,0.04678362573099415,1
java/stack-trace-exposure,164,8,171,0.04678362573099415,1
java/stack-trace-exposure,118,8,155,0.05161290322580645,1
java/stack-trace-exposure,124,8,155,0.05161290322580645,1
java/stack-trace-exposure,130,8,155,0.05161290322580645,1
java/stack-trace-exposure,136,8,155,0.05161290322580645,1
java/stack-trace-exposure,142,8,155,0.05161290322580645,1
java/stack-trace-exposure,148,8,155,0.05161290322580645,1
java/stack-trace-exposure,120,6,156,0.038461538461538464,0
java/stack-trace-exposure,126,6,156,0.038461538461538464,0
java/stack-trace-exposure,132,6,156,0.038461538461538464,0
java/stack-trace-exposure,138,6,156,0.038461538461538464,0
java/stack-trace-exposure,144,6,156,0.038461538461538464,0
java/stack-trace-exposure,150,6,156,0.038461538461538464,0
java/stack-trace-exposure,103,3,116,0.02586206896551724,0
java/stack-trace-exposure,109,3,116,0.02586206896551724,0
java/stack-trace-exposure,126,4,130,0.03076923076923077,1
java/stack-trace-exposure,122,4,126,0.031746031746031744,1
java/stack-trace-exposure,107,4,111,0.036036036036036036,1
java/stack-trace-exposure,108,4,112,0.03571428571428571,1
java/stack-trace-exposure,122,3,126,0.023809523809523808,0
java/stack-trace-exposure,113,9,150,0.06,1
java/stack-trace-exposure,119,9,150,0.06,1
java/stack-trace-exposure,125,9,150,0.06,1
java/stack-trace-exposure,131,9,150,0.06,1
java/stack-trace-exposure,137,9,150,0.06,1
java/stack-trace-exposure,143,9,150,0.06,1
java/stack-trace-exposure,117,9,154,0.05844155844155844,1
java/stack-trace-exposure,123,9,154,0.05844155844155844,1
java/stack-trace-exposure,129,9,154,0.05844155844155844,1
java/stack-trace-exposure,135,9,154,0.05844155844155844,1
java/stack-trace-exposure,141,9,154,0.05844155844155844,1
java/stack-trace-exposure,147,9,154,0.05844155844155844,1
java/stack-trace-exposure,122,7,158,0.04430379746835443,0
java/stack-trace-exposure,128,7,158,0.04430379746835443,0
java/stack-trace-exposure,134,7,158,0.04430379746835443,0
java/stack-trace-exposure,140,7,158,0.04430379746835443,0
java/stack-trace-exposure,146,7,158,0.04430379746835443,0
java/stack-trace-exposure,152,7,158,0.04430379746835443,0
java/stack-trace-exposure,120,7,156,0.04487179487179487,0
java/stack-trace-exposure,126,7,156,0.04487179487179487,0
java/stack-trace-exposure,132,7,156,0.04487179487179487,0
java/stack-trace-exposure,138,7,156,0.04487179487179487,0
java/stack-trace-exposure,144,7,156,0.04487179487179487,0
java/stack-trace-exposure,150,7,156,0.04487179487179487,0
java/stack-trace-exposure,118,10,161,0.062111801242236024,1
java/stack-trace-exposure,124,10,161,0.062111801242236024,1
java/stack-trace-exposure,130,10,161,0.062111801242236024,1
java/stack-trace-exposure,136,10,161,0.062111801242236024,1
java/stack-trace-exposure,142,10,161,0.062111801242236024,1
java/stack-trace-exposure,148,10,161,0.062111801242236024,1
java/stack-trace-exposure,154,10,161,0.062111801242236024,1
java/stack-trace-exposure,118,2,131,0.015267175572519083,0
java/stack-trace-exposure,124,2,131,0.015267175572519083,0
java/stack-trace-exposure,116,3,129,0.023255813953488372,0
java/stack-trace-exposure,122,3,129,0.023255813953488372,0
java/stack-trace-exposure,126,4,130,0.03076923076923077,1
java/stack-trace-exposure,116,4,120,0.03333333333333333,1
java/stack-trace-exposure,119,4,123,0.032520325203252036,1
java/stack-trace-exposure,147,7,183,0.03825136612021858,0
java/stack-trace-exposure,153,7,183,0.03825136612021858,0
java/stack-trace-exposure,159,7,183,0.03825136612021858,0
java/stack-trace-exposure,165,7,183,0.03825136612021858,0
java/stack-trace-exposure,171,7,183,0.03825136612021858,0
java/stack-trace-exposure,177,7,183,0.03825136612021858,0
java/stack-trace-exposure,144,7,180,0.03888888888888889,0
java/stack-trace-exposure,150,7,180,0.03888888888888889,0
java/stack-trace-exposure,156,7,180,0.03888888888888889,0
java/stack-trace-exposure,162,7,180,0.03888888888888889,0
java/stack-trace-exposure,168,7,180,0.03888888888888889,0
java/stack-trace-exposure,174,7,180,0.03888888888888889,0
java/stack-trace-exposure,143,7,179,0.03910614525139665,0
java/stack-trace-exposure,149,7,179,0.03910614525139665,0
java/stack-trace-exposure,155,7,179,0.03910614525139665,0
java/stack-trace-exposure,161,7,179,0.03910614525139665,0
java/stack-trace-exposure,167,7,179,0.03910614525139665,0
java/stack-trace-exposure,173,7,179,0.03910614525139665,0
java/stack-trace-exposure,142,6,178,0.033707865168539325,0
java/stack-trace-exposure,148,6,178,0.033707865168539325,0
java/stack-trace-exposure,154,6,178,0.033707865168539325,0
java/stack-trace-exposure,160,6,178,0.033707865168539325,0
java/stack-trace-exposure,166,6,178,0.033707865168539325,0
java/stack-trace-exposure,172,6,178,0.033707865168539325,0
java/stack-trace-exposure,133,10,176,0.056818181818181816,1
java/stack-trace-exposure,139,10,176,0.056818181818181816,1
java/stack-trace-exposure,145,10,176,0.056818181818181816,1
java/stack-trace-exposure,151,10,176,0.056818181818181816,1
java/stack-trace-exposure,157,10,176,0.056818181818181816,1
java/stack-trace-exposure,163,10,176,0.056818181818181816,1
java/stack-trace-exposure,169,10,176,0.056818181818181816,1
java/stack-trace-exposure,138,3,151,0.019867549668874173,0
java/stack-trace-exposure,144,3,151,0.019867549668874173,0
java/stack-trace-exposure,138,4,142,0.028169014084507043,1
java/stack-trace-exposure,149,2,153,0.013071895424836602,0
java/stack-trace-exposure,113,8,150,0.05333333333333334,1
java/stack-trace-exposure,119,8,150,0.05333333333333334,1
java/stack-trace-exposure,125,8,150,0.05333333333333334,1
java/stack-trace-exposure,131,8,150,0.05333333333333334,1
java/stack-trace-exposure,137,8,150,0.05333333333333334,1
java/stack-trace-exposure,143,8,150,0.05333333333333334,1
java/stack-trace-exposure,119,6,155,0.03870967741935484,0
java/stack-trace-exposure,125,6,155,0.03870967741935484,0
java/stack-trace-exposure,131,6,155,0.03870967741935484,0
java/stack-trace-exposure,137,6,155,0.03870967741935484,0
java/stack-trace-exposure,143,6,155,0.03870967741935484,0
java/stack-trace-exposure,149,6,155,0.03870967741935484,0
java/stack-trace-exposure,120,9,163,0.05521472392638037,1
java/stack-trace-exposure,126,9,163,0.05521472392638037,1
java/stack-trace-exposure,132,9,163,0.05521472392638037,1
